index,Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer provided,Lower Salary,Upper Salary,AvgSalary,company_txt,Job Location,Age,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,seniority_by_title,Degree
711,Other Scientist,3.6,"Riverside Research Institute
3.6","Beavercreek, OH","Arlington, VA",501 - 1000,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),NA,0,0,61,126,93.5,Riverside Research Institute,OH,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,M
712,Data Scientist,3.2,"Numeric, LLC
3.2","Allentown, PA","Chadds Ford, PA",1 - 50,1999,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),NA,0,0,95,160,127.5,"Numeric, LLC",PA,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na
714,Data Analyst,4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Salt Lake City, UT","Salt Lake City, UT",10000+,1830,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,NA,0,0,53,91,72,The Church of Jesus Christ of Latter-day Saints,UT,91,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,na,na
715,Data Scientist,3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),NA,0,0,101,158,129.5,MassMutual,MA,170,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,na,na
718,Data Analyst,3.1,"Icon Health and Fitness
3.1","Logan, UT","Logan, UT",1001 - 5000,1977,Company - Private,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),"Life Fitness, Brooks Running, Under Armour",0,0,33,61,47,Icon Health and Fitness,UT,44,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,na
719,Data Engineer,3.8,"Shipt
3.8","Birmingham, AL","Birmingham, AL",501 - 1000,2014,Subsidiary or Business Segment,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,NA,0,0,44,86,65,Shipt,AL,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na
721,Data Analyst,3.8,"Associated Banc-Corp
3.8","Green Bay, WI","Green Bay, WI",1001 - 5000,1870,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),"Wells Fargo, BMO Harris Bank, U.S. Bank",0,0,43,77,60,Associated Banc-Corp,WI,151,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na
722,Data Scientist,4,"Pfizer
4.0","New York, NY","New York, NY",10000+,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),NA,0,0,125,210,167.5,Pfizer,NY,172,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,M
723,Data Analyst,3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 - 5000,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,44,86,65,Fareportal,NY,19,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,na,na
725,Data Analyst,4,"Novetta
4.0","Herndon, VA","Mc Lean, VA",501 - 1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,69,119,94,Novetta,VA,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sr,na
726,Data Analyst,1.9,"Moda Operandi
1.9","New York, NY","New York, NY",201 - 500,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",0,0,65,110,87.5,Moda Operandi,NY,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,sr,na
727,Data Engineer,4,"Novetta
4.0","Reston, VA","Mc Lean, VA",501 - 1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,67,127,97,Novetta,VA,9,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,sr,na
728,Data Engineer,4.3,"Genesys
4.3","Durham, NC","Daly City, CA",5001 - 10000,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Avaya, Five9, Salesforce",0,0,78,147,112.5,Genesys,NC,31,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,sr,na
730,Data Engineer,3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),NA,0,0,66,117,91.5,MassMutual,MA,170,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,na,na
731,Data Engineer,3.3,"Liberty Mutual Insurance
3.3","Indianapolis, IN","Boston, MA",10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,37,66,51.5,Liberty Mutual Insurance,IN,109,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,na,M
732,Data Scientist,3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),NA,0,0,86,143,114.5,Novartis,MA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
733,Data Scientist,4.3,"USEReady
4.3","New York, NY","New York, NY",201 - 500,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),NA,0,0,84,146,115,USEReady,NY,10,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,na,na
734,Data Scientist,3.2,"Numeric, LLC
3.2","Phila, PA","Chadds Ford, PA",1 - 50,1999,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),NA,0,0,50,98,74,"Numeric, LLC",PA,22,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,na,M
735,Other Scientist,4.7,"QK
4.7","Clovis, CA","Visalia, CA",51 - 200,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),NA,0,0,38,64,51,QK,CA,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na
736,Data Engineer,3.4,"Tivity Health
3.4","Chandler, AZ","Franklin, TN",501 - 1000,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,NA,0,0,90,110,100,Tivity Health,AZ,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,sr,na
737,Data Scientist,3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),NA,0,0,92,150,121,Novartis,MA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,na
738,Data Analyst,4.5,"Demandbase
4.5","San Francisco, CA","San Francisco, CA",201 - 500,2006,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus",0,0,90,153,121.5,Demandbase,CA,15,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,sr,na
740,Data Scientist,3.1,"Santander
3.1","Boston, MA","Madrid, Spain",10000+,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),NA,0,0,43,82,62.5,Santander,MA,165,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,na,M
741,Other Scientist,NA,Monte Rosa Therapeutics,"Cambridge, MA",NA,unknown,NA,Other Organization,NA,Biotech & Pharmaceuticals,Unknown / Non-Applicable,NA,0,1,100,135,117.5,Monte Rosa Therapeutic,MA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,P
742,Data Scientist,3.9,"Luminar Technologies
3.9","Orlando, FL","Orlando, FL",201 - 500,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,NA,0,0,93,151,122,Luminar Technologies,FL,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,M
743,Data Engineer,4.4,"BRMi
4.4","Chantilly, VA","Washington, DC",51 - 200,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,NA,0,0,61,109,85,BRMi,VA,17,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,na,na
744,Data Engineer,3.4,"IntraEdge
3.4","Scottsdale, AZ","Chandler, AZ",501 - 1000,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),NA,0,0,42,79,60.5,IntraEdge,AZ,19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,na,na
745,Data Scientist,3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA",51 - 200,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),NA,0,0,139,221,180,Zest AI,CA,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sr,M
746,Data Scientist,4.7,"Veterans United Home Loans
4.7","Columbia, MO","Columbia, MO",1001 - 5000,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,NA,0,0,40,101,70.5,Veterans United Home Loans,MO,19,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,na,na
747,Data Engineer,3.3,"Peraton
3.3","Chantilly, VA","Herndon, VA",1001 - 5000,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),NA,0,0,84,153,118.5,Peraton,VA,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,na,na
748,Data Analyst,3.9,"Emtec, Inc.
3.9","Chicago, IL","Jacksonville, FL",501 - 1000,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),NA,0,0,52,81,66.5,"Emtec, Inc.",IL,26,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,na,M
749,Data Scientist,3.4,"PA Consulting
3.4","Boston, MA","London, United Kingdom",1001 - 5000,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",0,0,81,134,107.5,PA Consulting,MA,78,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,na,na
750,Data Engineer,4.7,"Praetorian
4.7","Austin, TX","Austin, TX",51 - 200,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),NA,0,0,97,180,138.5,Praetorian,TX,11,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,sr,na
751,Other Scientist,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 - 500,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),NA,0,0,49,113,81,Advanced BioScience Laboratories,MD,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
752,Data Engineer,3.8,"COUNTRY Financial
3.8","Bloomington, IL","Bloomington, IL",1001 - 5000,1925,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),"Northwestern Mutual, American Family Insurance, MetLife",0,0,44,73,58.5,COUNTRY Financial,IL,96,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,na,M
753,Data Engineer,3.4,"Echo Global Logistics
3.4","Chicago, IL","Chicago, IL",1001 - 5000,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75,140,107.5,Echo Global Logistics,IL,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sr,na
754,Other Scientist,3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA",501 - 1000,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),NA,0,0,84,157,120.5,Agios Pharmaceuticals,MA,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,na,M
755,Data Scientist,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 - 500,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,40,87,63.5,Tapjoy,CA,14,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,na,na
756,Other Scientist,3.1,"Reynolds American
3.1","Owensboro, KY","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),NA,0,0,68,139,103.5,Reynolds American,KY,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
757,Data Scientist,4.1,"Mentor Graphics
4.1","Fremont, CA","Wilsonville, OR",5001 - 10000,1981,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cadence Design Systems, Synopsys, Altium Limited",0,0,72,142,107,Mentor Graphics,CA,40,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,na,na
758,Data Engineer,3.7,"Maxar Technologies
3.7","Springfield, VA","Westminster, CO",5001 - 10000,NA,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),NA,0,0,74,137,105.5,Maxar Technologies,VA,NA,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,na,na
759,Data Engineer,2.8,"ICW Group
2.8","San Diego, CA","San Diego, CA",501 - 1000,1972,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Liberty Mutual Insurance, EMPLOYERS, Travelers",0,0,57,109,83,ICW Group,CA,49,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,na,na
761,Data Engineer,4,"Glassdoor
4.0","San Francisco, CA","Mill Valley, CA",1001 - 5000,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",0,0,121,203,162,Glassdoor,CA,14,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,sr,na
763,Data Scientist,3.5,"Esri
3.5","Redlands, CA","Redlands, CA",1001 - 5000,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,52,85,68.5,Esri,CA,52,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,na,M
766,Data Scientist,3.4,"Assurant
3.4","Westlake, OH","New York, NY",10000+,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",0,0,81,140,110.5,Assurant,OH,43,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,sr,na
767,Data Engineer,3.7,"F&G
3.7","Des Moines, IA","Des Moines, IA",201 - 500,NA,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),NA,0,0,83,148,115.5,F&G,IA,NA,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,sr,na
768,Other Scientist,3,"Exelixis
3.0","Alameda, CA","Alameda, CA",501 - 1000,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",0,0,59,116,87.5,Exelixis,CA,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,M
769,Data Scientist,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,60,101,80.5,PNNL,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,sr,M
773,Data Analyst,4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA",501 - 1000,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),NA,0,0,31,55,43,GreatAmerica Financial Services,IA,29,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,na
776,Data Analyst,4.4,"Acceleron Pharma
4.4","Cambridge, MA","Cambridge, MA",201 - 500,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,NA,0,0,102,178,140,Acceleron Pharma,MA,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,P
777,Data Scientist,4,"Pfizer
4.0","Cambridge, MA","New York, NY",10000+,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),NA,0,0,136,208,172,Pfizer,MA,172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,na,P
778,Other Scientist,NA,Kronos Bio,"Cambridge, MA","San Mateo, CA",unknown,2017,Company - Private,NA,Biotech & Pharmaceuticals,Unknown / Non-Applicable,NA,0,1,110,130,120,Kronos Bi,MA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
779,Data Analyst,3,"AmeriHealth Caritas
3.0","Philadelphia, PA","Philadelphia, PA",5001 - 10000,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,0,48,85,66.5,AmeriHealth Caritas,PA,38,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,sr,M
780,Other Scientist,3,"Exelixis
3.0","Alameda, CA","Alameda, CA",501 - 1000,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",0,0,71,129,100,Exelixis,CA,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
781,Data Engineer,4.7,"Strategic Employment Partners
4.7","San Francisco, CA","Los Angeles, CA",51 - 200,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),NA,0,0,66,123,94.5,Strategic Employment Partners,CA,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,na
782,Data Scientist,4.2,"Grand Rounds
4.2","San Francisco, CA","San Francisco, CA",501 - 1000,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,NA,0,0,171,272,221.5,Grand Rounds,CA,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na
783,Data Scientist,3.8,"PNNL
3.8","Seattle, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,92,146,119,PNNL,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,sr,M
784,Data Engineer,3.5,"SPINS, LLC
3.5","Chicago, IL","Chicago, IL",201 - 500,1995,Company - Private,Consulting,Business Services,$50 to $100 million (USD),NA,0,0,65,126,95.5,"SPINS, LLC",IL,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,M
785,Data Scientist,3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,150,239,194.5,Liberty Mutual Insurance,IL,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,na,P
786,Other Scientist,3.2,"Catholic Health Initiatives
3.2","Omaha, NE","Englewood, CO",10000+,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",1,0,43,60,51.5,Catholic Health Initiatives,NE,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
787,Data Analyst,2.7,"FLEETCOR
2.7","Nashville, TN","Peachtree Corners, GA",5001 - 10000,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),NA,1,0,20,35,27.5,FLEETCOR,TN,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,sr,na
788,Data Analyst,3.3,"DTCC
3.3","Jersey City, NJ","New York, NY",1001 - 5000,1973,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),NA,0,0,118,228,173,DTCC,NJ,48,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sr,na
789,Data Scientist,3.7,"Applied Research Laboratories
3.7","Austin, TX","Austin, TX",501 - 1000,NA,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,NA,0,0,82,129,105.5,Applied Research Laboratories,TX,NA,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,na,na
790,Other Scientist,3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,52,91,71.5,Southwest Research Institute,TX,74,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,sr,na
791,Other Scientist,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),NA,0,0,47,101,74,Reynolds American,NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,M
794,Data Analyst,3.7,"Raytheon
3.7","Huntsville, AL","Waltham, MA",10000+,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),NA,0,0,49,76,62.5,Raytheon,AL,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na
795,Other Scientist,4.3,"RTI International
4.3","Durham, NC","Research Triangle Park, NC",1001 - 5000,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",0,0,43,88,65.5,RTI International,NC,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
797,Data Scientist,3.8,"DICK'S Sporting Goods - Corporate
3.8","Coraopolis, PA","Coraopolis, PA",10000+,1948,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),"REI, Academy Sports + Outdoors, Cabela's",0,0,61,109,85,DICK'S Sporting Goods - Corporate,PA,73,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,na,M
799,Data Scientist,3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,113,182,147.5,AstraZeneca,MD,108,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
802,Data Scientist,3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,NA,0,0,124,199,161.5,TRANZACT,NJ,32,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,na,na
803,Data Engineer,3.7,"Carilion Clinic
3.7","Roanoke, VA","Roanoke, VA",10000+,1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),NA,0,0,58,104,81,Carilion Clinic,VA,122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,M
804,Data Analyst,2.1,"United BioSource
2.1","Blue Bell, PA","Blue Bell, PA",1001 - 5000,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",0,0,52,93,72.5,United BioSource,PA,18,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,sr,na
806,Data Engineer,3.9,"Figure Eight
3.9","San Francisco, CA","San Francisco, CA",51 - 200,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),NA,0,0,97,181,139,Figure Eight,CA,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,na
807,Data Engineer,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 - 500,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,100,173,136.5,Tapjoy,CA,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sr,na
808,Data Analyst,3.2,"DoubleVerify
3.2","New York, NY","New York, NY",201 - 500,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,NA,0,0,58,108,83,DoubleVerify,NY,13,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sr,na
809,Other Scientist,4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA",51 - 200,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",0,0,81,161,121,Mitsubishi Electric Research Labs,MA,30,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,sr,P
810,Data Scientist,3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 - 5000,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,53,96,74.5,Fareportal,NY,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
811,Data Analyst,2.2,"Rodan and Fields, LLC
2.2","San Francisco, CA","San Francisco, CA",501 - 1000,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,NA,0,0,61,110,85.5,"Rodan and Fields, LLC",CA,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na
812,Other Scientist,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),NA,0,0,65,96,80.5,Reynolds American,NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,M
815,Other Scientist,4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA",51 - 200,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",0,0,115,220,167.5,Mitsubishi Electric Research Labs,MA,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
816,Machine Learning Engineer,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,NA,0,0,71,144,107.5,Software Engineering Institute,PA,37,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,na,P
817,Data Analyst,3.4,"DESC
3.4","Seattle, WA","Seattle, WA",501 - 1000,1979,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),NA,0,0,32,57,44.5,DESC,WA,42,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na
818,Data Analyst,3.3,"Johns Hopkins Health Care
3.3","Glen Burnie, MD","Baltimore, MD",1001 - 5000,1889,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"MedStar Health, University of Maryland Medical Center, LifeBridge Health",0,0,79,136,107.5,Johns Hopkins Health Care,MD,132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sr,M
819,Other Scientist,NA,Kronos Bio,"Cambridge, MA","San Mateo, CA",unknown,2017,Company - Private,NA,Biotech & Pharmaceuticals,Unknown / Non-Applicable,NA,0,1,120,145,132.5,Kronos Bi,MA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
820,Data Analyst,3.7,"Community Behavioral Health
3.7","Philadelphia, PA","Phila, PA",201 - 500,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),NA,0,0,50,89,69.5,Community Behavioral Health,PA,27,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,sr,na
821,Data Engineer,3.5,"Western Digital
3.5","Milpitas, CA","San Jose, CA",10000+,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",0,0,68,129,98.5,Western Digital,CA,51,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,sr,na
